Primary Column,Location,Field,Latitude,Longitude,PlantingDate
,	USJA 4625	,	112N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	107N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	109N	,	42.676443	,	-88.883971	,	2022-05-24
,	USJA 4625	,	101N	,	42.676443	,	-88.883971	,	2022-05-22
,	USJA 4625	,	102N	,	42.676443	,	-88.883971	,	2022-05-22
,	USJA 4F08	,	161N	,	43.70756	,	-89.971712	,	2022-05-19
,	USJA 4F08	,	102N	,	43.70756	,	-89.971712	,	2022-05-19
,	USJA 4F22	,	162N	,	43.222588	,	-89.313738	,	2022-05-24
,	USJA 4F22	,	191C	,	43.222588	,	-89.313738	,	2022-05-24
,	USJA 4F22	,	101N	,	43.222588	,	-89.313738	,	2022-05-24
,	USJA 5607	,	162N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	192N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	203N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	204N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	107N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	201N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	205C	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	184C	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	206N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	202N	,	42.575208	,	-90.14422500000001	,	2022-05-23
,	USJA 5607	,	105N	,	42.575208	,	-90.14422500000001	,	2022-05-22
,	USJA 5607	,	101N	,	42.575208	,	-90.14422500000001	,	2022-05-22
,	USJA 5607	,	103C	,	42.575208	,	-90.14422500000001	,	2022-05-22
,	USJA 5607	,	106N	,	42.575208	,	-90.14422500000001	,	2022-05-22
,	USJA 5610	,	191N	,	42.162411	,	-89.70665200000001	,	2022-05-15
,	USJA 5610	,	105N	,	42.162411	,	-89.70665200000001	,	2022-05-13
,	USJA 5610	,	104N	,	42.162411	,	-89.70665200000001	,	2022-05-13
,	USJA 5610	,	107N	,	42.162411	,	-89.70665200000001	,	2022-05-13
,	USJA 5610	,	106N	,	42.162411	,	-89.70665200000001	,	2022-05-13
,	USJA 5610	,	108N	,	42.162411	,	-89.70665200000001	,	2022-05-13
,	USJA 5610	,	161N	,	42.162411	,	-89.70665200000001	,	2022-05-12
,	USJA 5610	,	102N	,	42.162411	,	-89.70665200000001	,	2022-05-12
,	USJA 5610	,	103N	,	42.162411	,	-89.70665200000001	,	2022-05-12
,	USJA 5620	,	161N	,	41.803794	,	-89.03963299999999	,	2022-05-17
,	USJA 5620	,	108N	,	41.803794	,	-89.03963299999999	,	2022-05-17
,	USJA 5620	,	191N	,	41.803794	,	-89.03963299999999	,	2022-05-17
,	USJA 5620	,	109N	,	41.803794	,	-89.03963299999999	,	2022-05-17
,	USJA 5620	,	110N	,	41.803794	,	-89.03963299999999	,	2022-05-17
,	USJA 5620	,	104N	,	41.803794	,	-89.03963299999999	,	2022-05-16
,	USJA 5620	,	102N	,	41.803794	,	-89.03963299999999	,	2022-05-16
,	USJA 5620	,	101N	,	41.803794	,	-89.03963299999999	,	2022-05-16
,	USJA 5620	,	106N	,	41.803794	,	-89.03963299999999	,	2022-05-16
,	USJA 5620	,	107N	,	41.803794	,	-89.03963299999999	,	2022-05-16
,	USJA 5620	,	103N	,	41.803794	,	-89.03963299999999	,	2022-05-16
,	USJA 5620	,	105N	,	41.803794	,	-89.03963299999999	,	2022-05-16
,	USJA 5628	,	104C	,	42.49951	,	-88.870307	,	2022-05-24
,	USJA 5628	,	103C	,	42.49951	,	-88.870307	,	2022-05-24
,	USJA 5628	,	105C	,	42.49951	,	-88.870307	,	2022-05-24
,	USJA 5628	,	102C	,	42.49951	,	-88.870307	,	2022-05-24
,	USJA 5628	,	101C	,	42.49951	,	-88.870307	,	2022-05-23
,	USJA 5F12	,	106N	,	41.696627	,	-90.261861	,	2022-05-09
,	USJA 5F12	,	107N	,	41.696627	,	-90.261861	,	2022-05-09
,	USJA 5F12	,	108N	,	41.696627	,	-90.261861	,	2022-05-09
,	USJA 5F12	,	109N	,	41.696627	,	-90.261861	,	2022-05-09
,	USJA 5F12	,	104N	,	41.696627	,	-90.261861	,	2022-05-04
,	USJA 5F12	,	102N	,	41.696627	,	-90.261861	,	2022-05-04
,	USJA 5F12	,	103C	,	41.696627	,	-90.261861	,	2022-05-04
,	USJA 5F12	,	105N	,	41.696627	,	-90.261861	,	2022-05-04
,	USJA 5F32	,	102N	,	42.336564	,	-88.53047100000001	,	2022-05-19
,	USJA 5F32	,	161N	,	42.336564	,	-88.53047100000001	,	2022-05-19
,	USJA 6609	,	113N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	110N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	117N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	109N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	114N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	118N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	116N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	108N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	107N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	115N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	106N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	112N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	191N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	111N	,	41.378058	,	-89.374205	,	2022-05-11
,	USJA 6609	,	103N	,	41.378058	,	-89.374205	,	2022-05-09
,	USJA 6609	,	104N	,	41.378058	,	-89.374205	,	2022-05-09
,	USJA 6609	,	161N	,	41.378058	,	-89.374205	,	2022-05-09
,	USJA 6609	,	105N	,	41.378058	,	-89.374205	,	2022-05-09
,	USJA 6609	,	102N	,	41.378058	,	-89.374205	,	2022-05-02
,	USJA 6611	,	101C	,	41.749231	,	-89.296554	,	2022-05-11
,	USJA 6611	,	102C	,	41.749231	,	-89.296554	,	2022-05-11
,	USJA 6634	,	163N	,	41.216897	,	-88.64566499999999	,	2022-05-17
,	USJA 6634	,	110N	,	41.216897	,	-88.64566499999999	,	2022-05-17
,	USJA 6634	,	108N	,	41.216897	,	-88.64566499999999	,	2022-05-17
,	USJA 6634	,	112N	,	41.216897	,	-88.64566499999999	,	2022-05-17
,	USJA 6634	,	109N	,	41.216897	,	-88.64566499999999	,	2022-05-17
,	USJA 6634	,	111N	,	41.216897	,	-88.64566499999999	,	2022-05-17
,	USJA 6634	,	193N	,	41.216897	,	-88.64566499999999	,	2022-05-17
,	USJA 6634	,	107N	,	41.216897	,	-88.64566499999999	,	2022-05-16
,	USJA 6634	,	101N	,	41.216897	,	-88.64566499999999	,	2022-05-16
,	USJA 6634	,	103N	,	41.216897	,	-88.64566499999999	,	2022-05-16
,	USJA 6634	,	106N	,	41.216897	,	-88.64566499999999	,	2022-05-16
,	USJA 6634	,	104N	,	41.216897	,	-88.64566499999999	,	2022-05-16
,	USJA 6634	,	105N	,	41.216897	,	-88.64566499999999	,	2022-05-16
,	USJA 6634	,	102N	,	41.216897	,	-88.64566499999999	,	2022-05-16
,	USJA 6F11	,	102C	,	41.74141	,	-89.245559	,	2022-05-11
,	USJA 6F11	,	161C	,	41.74141	,	-89.245559	,	2022-05-11
,	USJN 7B07	,	161N	,	36.21922	,	-103.04628	,	2022-05-06
,	USJN 7B08	,	161N	,	37.15667	,	-101.38975	,	2022-05-12
,	USJN 7B08	,	102C	,	37.15667	,	-101.38975	,	2022-05-12
,	USJN 7B11	,	161N	,	36.21202	,	-101.43507	,	2022-05-04
,	USJN 7B11	,	102C	,	36.21202	,	-101.43507	,	2022-05-04
,	USJN 7B12	,	161N	,	36.04581	,	-101.74174	,	2022-05-05
,	USJN 7B12	,	102C	,	36.04581	,	-101.74174	,	2022-05-05
,	USJN 8231	,	106N	,	38.14795	,	-98.01884	,	2022-04-29
,	USJN 8231	,	105N	,	38.14795	,	-98.01884	,	2022-04-29
,	USJN 8231	,	192C	,	38.14795	,	-98.01884	,	2022-04-29
,	USJN 8231	,	104N	,	38.14795	,	-98.01884	,	2022-04-29
,	USJN 8231	,	107N	,	38.14795	,	-98.01884	,	2022-04-29
,	USJN 8231	,	108N	,	38.14795	,	-98.01884	,	2022-04-29
,	USJN 8231	,	103N	,	38.14795	,	-98.01884	,	2022-04-28
,	USJN 8231	,	162N	,	38.14795	,	-98.01884	,	2022-04-28
,	USJN 8231	,	101N	,	38.14795	,	-98.01884	,	2022-04-28
,	USJN 8232	,	262N	,	38.14797	,	-98.02305	,	2022-04-30
,	USJN 8232	,	204N	,	38.14797	,	-98.02305	,	2022-04-30
,	USJN 8232	,	201N	,	38.14797	,	-98.02305	,	2022-04-30
,	USJN 8232	,	203N	,	38.14797	,	-98.02305	,	2022-04-30
,	USJN 8232	,	205N	,	38.14797	,	-98.02305	,	2022-04-30
,	USJN 8233	,	102N	,	38.14315	,	-97.9892	,	2022-05-01
,	USJN 8233	,	161N	,	38.14315	,	-97.9892	,	2022-05-01
,	USJN 8242	,	103C	,	37.91767	,	-99.25944	,	2022-05-10
,	USJN 8242	,	161N	,	37.91767	,	-99.25944	,	2022-05-10
,	USJN 8242	,	102N	,	37.91767	,	-99.25944	,	2022-05-10
,	USJN 8309	,	102C	,	37.95643	,	-97.51421000000001	,	2022-04-21
,	USJN 8309	,	161N	,	37.95643	,	-97.51421000000001	,	2022-04-21
,	USJN 8316	,	105N	,	39.42302	,	-97.19683999999999	,	2022-04-26
,	USJN 8316	,	114N	,	39.42302	,	-97.19683999999999	,	2022-04-26
,	USJN 8316	,	112N	,	39.42302	,	-97.19683999999999	,	2022-04-25
,	USJN 8316	,	101N	,	39.42302	,	-97.19683999999999	,	2022-04-25
,	USJN 8316	,	163C	,	39.42302	,	-97.19683999999999	,	2022-04-25
,	USJN 8406	,	107N	,	39.21082	,	-93.27136	,	2022-04-28
,	USJN 8406	,	108N	,	39.21082	,	-93.27136	,	2022-04-28
,	USJN 8406	,	109N	,	39.21082	,	-93.27136	,	2022-04-28
,	USJN 8406	,	104N	,	39.21082	,	-93.27136	,	2022-04-27
,	USJN 8406	,	101N	,	39.21082	,	-93.27136	,	2022-04-27
,	USJN 8406	,	103N	,	39.21082	,	-93.27136	,	2022-04-27
,	USJN 8406	,	102N	,	39.21082	,	-93.27136	,	2022-04-27
,	USJN 8406	,	106N	,	39.21082	,	-93.27136	,	2022-04-27
,	USJN 8406	,	105N	,	39.21082	,	-93.27136	,	2022-04-27
,	USJN 8B05	,	103C	,	36.21922	,	-103.04628	,	2022-05-06
,	USJN 8B05	,	102N	,	36.21922	,	-103.04628	,	2022-05-06
,	USJN 8B05	,	161N	,	36.21922	,	-103.04628	,	2022-05-06
,	USJN 8B06	,	161N	,	36.38668	,	-101.02256	,	2022-05-07
,	USJN 8B06	,	102N	,	36.38668	,	-101.02256	,	2022-05-07
,	USJN 8B09	,	161N	,	38.54132	,	-101.23075	,	2022-05-12
,	USJN 8B09	,	102C	,	38.54132	,	-101.23075	,	2022-05-12
,	USJN 8B18	,	102C	,	38.07915	,	-100.94754	,	2022-05-11
,	USJN 8B18	,	161N	,	38.07915	,	-100.94754	,	2022-05-11
,	USJN 8B20	,	102N	,	37.38893	,	-100.60935	,	2022-05-12
,	USJN 8B20	,	161N	,	37.38893	,	-100.60935	,	2022-05-12
,	USJN 8C02	,	161N	,	39.05234	,	-95.54849	,	2022-04-22
,	USJN 8C02	,	102N	,	39.05234	,	-95.54849	,	2022-04-22
,	USJN 8C04	,	161N	,	37.78915	,	-98.04599	,	2022-05-10
,	USJN 8C04	,	102C	,	37.78915	,	-98.04599	,	2022-05-10
,	USJN 8C13	,	102N	,	37.45928	,	-97.62332000000001	,	2022-04-18
,	USJN 8C13	,	161N	,	37.45928	,	-97.62332000000001	,	2022-04-18
,	USJN 8C16	,	162N	,	39.42301	,	-97.19240000000001	,	2022-04-27
,	USJN 8C16	,	101N	,	39.42301	,	-97.19240000000001	,	2022-04-27
,	USJN 8C39	,	161N	,	37.26002	,	-94.79612	,	2022-04-15
,	USLS 4B04	,	192C	,	41.522491	,	-102.933497	,	2022-06-09
,	USLS 4B04	,	161N	,	41.522491	,	-102.933497	,	2022-06-09
,	USLS 5213	,	104N	,	41.006446	,	-101.427231	,	2022-05-27
,	USLS 5213	,	103N	,	41.006446	,	-101.427231	,	2022-05-27
,	USLS 5213	,	105N	,	41.006446	,	-101.427231	,	2022-05-27
,	USLS 5213	,	101N	,	41.006446	,	-101.427231	,	2022-05-27
,	USLS 5213	,	166N	,	41.006446	,	-101.427231	,	2022-05-27
,	USLS 5213	,	102N	,	41.006446	,	-101.427231	,	2022-05-27
,	USLS 5214	,	203N	,	41.006446	,	-101.427231	,	2022-05-26
,	USLS 5214	,	266N	,	41.006446	,	-101.427231	,	2022-05-26
,	USLS 5214	,	205N	,	41.006446	,	-101.427231	,	2022-05-26
,	USLS 5214	,	204N	,	41.006446	,	-101.427231	,	2022-05-26
,	USLS 5214	,	202N	,	41.006446	,	-101.427231	,	2022-05-26
,	USLS 5215	,	303N	,	40.988337	,	-101.422002	,	2022-05-27
,	USLS 5215	,	302N	,	40.988337	,	-101.422002	,	2022-05-27
,	USLS 5215	,	361N	,	40.988337	,	-101.422002	,	2022-05-27
,	USLS 5B08	,	361N	,	41.333522	,	-102.263591	,	2022-06-07
,	USLS 5B08	,	302C	,	41.333522	,	-102.263591	,	2022-06-07
,	USLS 5B10	,	161N	,	42.133459	,	-102.92389	,	2022-06-09
,	USLS 5B10	,	102C	,	42.133459	,	-102.92389	,	2022-06-09
,	USLS 6217	,	108N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6217	,	110N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6217	,	109N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6217	,	166N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6217	,	102N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6217	,	101N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6217	,	103N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6218	,	268N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6218	,	267N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6218	,	266N	,	40.533165	,	-101.783407	,	2022-05-24
,	USLS 6218	,	202N	,	40.533165	,	-101.783407	,	2022-05-23
,	USLS 6218	,	201N	,	40.533165	,	-101.783407	,	2022-05-23
,	USLS 6218	,	203N	,	40.533165	,	-101.783407	,	2022-05-23
,	USLS 6218	,	204N	,	40.533165	,	-101.783407	,	2022-05-23
,	USLS 6218	,	205N	,	40.533165	,	-101.783407	,	2022-05-23
,	USLS 7101	,	W1-8	,	38.628878	,	-121.798371	,	2022-05-02
,	USLS 7101	,	W9-10	,	38.628878	,	-121.798371	,	2022-05-02
,	USLT 5514	,	119N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	120N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	111N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	112N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	161N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	116N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	118N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	113N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	114N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	115N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	122N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	121N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	117N	,	42.719981	,	-92.06074	,	2022-05-21
,	USLT 5514	,	107N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	104N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	109N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	103N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	108N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	105N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	191N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	102N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	106N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5514	,	110N	,	42.719981	,	-92.06074	,	2022-05-20
,	USLT 5Z30	,	102N	,	42.658877	,	-91.463779	,	2022-05-22
,	USLT 5Z30	,	161N	,	42.658877	,	-91.463779	,	2022-05-22
,	USLT 6530	,	101C	,	41.830855	,	-91.02748	,	2022-05-23
,	USLT 6530	,	102C	,	41.830855	,	-91.02748	,	2022-05-23
,	USLT 6542	,	103N	,	41.881092	,	-90.566997	,	2022-05-10
,	USLT 6542	,	102N	,	41.881092	,	-90.566997	,	2022-05-10
,	USLT 6542	,	191N	,	41.881092	,	-90.566997	,	2022-05-10
,	USLT 6542	,	161N	,	41.881092	,	-90.566997	,	2022-05-10
,	USLT 6542	,	104N	,	41.881092	,	-90.566997	,	2022-05-10
,	USLT 6Z02	,	161N	,	41.594953	,	-90.759243	,	2022-05-24
,	USLT 6Z02	,	102N	,	41.594953	,	-90.759243	,	2022-05-24
,	USLT 6Z33	,	102N	,	42.299535	,	-91.21188100000001	,	2022-05-23
,	USLT 6Z33	,	161N	,	42.299535	,	-91.21188100000001	,	2022-05-23
,	USLT 6Z33	,	103N	,	42.299535	,	-91.21188100000001	,	2022-05-23
,	USLT 7528	,	108N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	169N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	107N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	105N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	102N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	104N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	103N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	106N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7528	,	101N	,	40.874388	,	-91.871303	,	2022-05-13
,	USLT 7Z33	,	161N	,	41.349613	,	-91.740634	,	2022-05-08
,	USLT 7Z33	,	191C	,	41.349613	,	-91.740634	,	2022-05-08
,	USLT 7Z39	,	102N	,	41.252026	,	-91.35803199999999	,	2022-05-09
,	USLT 7Z39	,	161N	,	41.252026	,	-91.35803199999999	,	2022-05-09
,	USMK 4732	,	104N	,	42.658907	,	-84.233114	,	2022-05-24
,	USMK 4732	,	191N	,	42.658907	,	-84.233114	,	2022-05-24
,	USMK 4732	,	105N	,	42.658907	,	-84.233114	,	2022-05-24
,	USMK 4732	,	102N	,	42.658907	,	-84.233114	,	2022-05-24
,	USMK 4732	,	103N	,	42.658907	,	-84.233114	,	2022-05-24
,	USMK 4732	,	161N	,	42.658907	,	-84.233114	,	2022-05-24
,	USMK 4742	,	106N	,	42.022242	,	-83.684341	,	2022-05-22
,	USMK 4742	,	104N	,	42.022242	,	-83.684341	,	2022-05-22
,	USMK 4742	,	161N	,	42.022242	,	-83.684341	,	2022-05-22
,	USMK 4742	,	102N	,	42.022242	,	-83.684341	,	2022-05-22
,	USMK 4742	,	103N	,	42.022242	,	-83.684341	,	2022-05-22
,	USMK 4742	,	191N	,	42.022242	,	-83.684341	,	2022-05-22
,	USMK 4742	,	105N	,	42.022242	,	-83.684341	,	2022-05-22
,	USMK 4G10	,	161N	,	42.717719	,	-85.510254	,	2022-05-11
,	USMK 4G10	,	102C	,	42.717719	,	-85.510254	,	2022-05-11
,	USMK 4G34	,	191N	,	43.538686	,	-83.524674	,	2022-05-20
,	USMK 4G34	,	161N	,	43.538686	,	-83.524674	,	2022-05-20
,	USMK 4G38	,	102N	,	43.240168	,	-82.86008	,	2022-05-19
,	USMK 4G38	,	161N	,	43.240168	,	-82.86008	,	2022-05-19
,	USMK 5G04	,	162N	,	41.81001	,	-85.569383	,	2022-05-12
,	USMK 5G04	,	192N	,	41.81001	,	-85.569383	,	2022-05-12
,	USMK 5G04	,	101N	,	41.81001	,	-85.569383	,	2022-05-12
,	USMK 5G04	,	103N	,	41.81001	,	-85.569383	,	2022-05-12
,	USMK 5G09	,	102C	,	41.401013	,	-87.00738200000001	,	2022-05-12
,	USMK 5G09	,	161N	,	41.401013	,	-87.00738200000001	,	2022-05-11
,	USMK 5G22	,	161N	,	41.478686	,	-85.99646300000001	,	2022-05-13
,	USMK 5G22	,	191N	,	41.478686	,	-85.99646300000001	,	2022-05-13
,	USMK 5J01	,	F1	,	40.962689	,	-76.826176	,	2022-05-20
,	USMK 5J01	,	F2	,	40.962689	,	-76.826176	,	2022-05-20
,	USMK 5J01	,	F4	,	40.962689	,	-76.826176	,	2022-05-20
,	USMK 5J20	,	F4	,	40.51366	,	-77.67604300000001	,	2022-05-18
,	USMK 5J20	,	F2	,	40.51366	,	-77.67604300000001	,	2022-05-18
,	USMK 6730	,	122N	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	123C	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	120N	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	117N	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	121N	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	119N	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	164N	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	118N	,	40.86432	,	-85.33608	,	2022-05-19
,	USMK 6730	,	106N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	101N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	105N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	107N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	108N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	104N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	112N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	102N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	111N	,	40.86432	,	-85.33608	,	2022-05-18
,	USMK 6730	,	115N	,	40.86432	,	-85.33608	,	2022-05-17
,	USMK 6730	,	114N	,	40.86432	,	-85.33608	,	2022-05-17
,	USMK 6730	,	109N	,	40.86432	,	-85.33608	,	2022-05-17
,	USMK 6730	,	113N	,	40.86432	,	-85.33608	,	2022-05-17
,	USMK 6730	,	110N	,	40.86432	,	-85.33608	,	2022-05-17
,	USMK 6730	,	103N	,	40.86432	,	-85.33608	,	2022-05-16
,	USMK 6734	,	214N	,	40.28835	,	-85.87493000000001	,	2022-05-14
,	USMK 6734	,	210N	,	40.28835	,	-85.87493000000001	,	2022-05-14
,	USMK 6734	,	211N	,	40.28835	,	-85.87493000000001	,	2022-05-14
,	USMK 6734	,	213N	,	40.28835	,	-85.87493000000001	,	2022-05-14
,	USMK 6734	,	209N	,	40.28835	,	-85.87493000000001	,	2022-05-14
,	USMK 6734	,	212N	,	40.28835	,	-85.87493000000001	,	2022-05-14
,	USMK 6734	,	205N	,	40.28835	,	-85.87493000000001	,	2022-05-13
,	USMK 6734	,	208N	,	40.28835	,	-85.87493000000001	,	2022-05-13
,	USMK 6734	,	206N	,	40.28835	,	-85.87493000000001	,	2022-05-13
,	USMK 6734	,	207N	,	40.28835	,	-85.87493000000001	,	2022-05-13
,	USMK 6734	,	202N	,	40.28835	,	-85.87493000000001	,	2022-04-30
,	USMK 6734	,	203N	,	40.28835	,	-85.87493000000001	,	2022-04-30
,	USMK 6734	,	204N	,	40.28835	,	-85.87493000000001	,	2022-04-30
,	USMK 6734	,	201N	,	40.28835	,	-85.87493000000001	,	2022-04-30
,	USMK 6734	,	163N	,	40.28835	,	-85.87493000000001	,	2022-04-29
,	USMK 6742	,	102C	,	41.39761	,	-84.83208	,	2022-05-24
,	USMK 6742	,	101C	,	41.39761	,	-84.83208	,	2022-05-24
,	USMK 674N	,	202N	,	41.06671	,	-84.92368999999999	,	2022-05-24
,	USMK 674N	,	201C	,	41.06671	,	-84.92368999999999	,	2022-05-24
,	USMK 674N	,	5OB	,	41.06671	,	-84.92368999999999	,	2022-05-14
,	USMK 674N	,	822C	,	41.06671	,	-84.92368999999999	,	2022-04-23
,	USMK 6821	,	103C	,	40.68784	,	-83.12842000000001	,	2022-05-21
,	USMK 6821	,	102N	,	40.68784	,	-83.12842000000001	,	2022-05-21
,	USMK 6821	,	101N	,	40.68784	,	-83.12842000000001	,	2022-05-21
,	USMK 6821	,	164N	,	40.68784	,	-83.12842000000001	,	2022-05-21
,	USMK 6920	,	F8	,	41.1743	,	-77.29317899999999	,	2022-05-23
,	USMK 6920	,	F7	,	41.1743	,	-77.29317899999999	,	2022-05-23
,	USMK 6G25	,	102C	,	40.73106	,	-85.75320000000001	,	2022-05-20
,	USMK 6G25	,	161N	,	40.73106	,	-85.75320000000001	,	2022-05-20
,	USMK 6G41	,	102C	,	41.06877	,	-84.92373000000001	,	2022-05-24
,	USMK 6G41	,	103N	,	41.06877	,	-84.92373000000001	,	2022-05-24
,	USMK 6G41	,	161N	,	41.06877	,	-84.92373000000001	,	2022-05-24
,	USMK 6H11	,	102N	,	41.442467	,	-84.067751	,	2022-05-11
,	USMK 6H11	,	161N	,	41.442467	,	-84.067751	,	2022-05-11
,	USMK 6H12	,	161N	,	41.03053	,	-83.95384	,	2022-05-23
,	USMK 6H12	,	102N	,	41.03053	,	-83.95384	,	2022-05-23
,	USMK 6H12	,	103N	,	41.03053	,	-83.95384	,	2022-05-23
,	USMK 7727	,	267N	,	39.58446	,	-85.93747999999999	,	2022-05-10
,	USMK 7727	,	105N	,	39.58446	,	-85.93747999999999	,	2022-05-10
,	USMK 7727	,	297N	,	39.58446	,	-85.93747999999999	,	2022-05-10
,	USMK 7727	,	106N	,	39.58446	,	-85.93747999999999	,	2022-05-10
,	USMK 7727	,	206N	,	39.58446	,	-85.93747999999999	,	2022-05-10
,	USMK 7727	,	202N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	203N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	102N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	204N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	101N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	205N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	201N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	104N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7727	,	103N	,	39.58446	,	-85.93747999999999	,	2022-05-09
,	USMK 7921	,	F11	,	40.12598	,	-76.53239000000001	,	2022-05-10
,	USMK 7921	,	F10	,	40.12598	,	-76.53239000000001	,	2022-05-10
,	USMK 7G28	,	161N	,	39.57846	,	-85.95938	,	2022-05-10
